module,metric,mean,std
EmergencyLaneScenario.node[11].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[27].nic.phy80211p,busyTime,0.00107466666667,0.0
EmergencyLaneScenario.node[18].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,sentPackets:count,0.0,0.0
EmergencyLaneScenario.node[12].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[27].appl,generatedBSMs,96.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,ReceivedBroadcasts,1020.0,0.0
EmergencyLaneScenario.node[24].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,ReceivedBroadcasts,1188.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,totalBusyTime,0.036828,0.0520826570751
EmergencyLaneScenario.node[0].nic.mac1609_4,TimesIntoBackoff,32.0,45.2548339959
EmergencyLaneScenario.node[13].appl,avgResponseTime,17.9999760429,0.0
EmergencyLaneScenario.node[34].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[18].nic.mac1609_4,channelBusy:timeavg,0.00263981343284,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[27].nic.mac1609_4,totalBusyTime,0.113248,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[28].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[11].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[8].veinsmobility,minSpeed,5.0,7.07106781187
EmergencyLaneScenario.node[6].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,TimesIntoBackoff,32.5,45.9619407771
EmergencyLaneScenario.node[23].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[6].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,SNIRLostPackets,6.0,0.0
EmergencyLaneScenario.node[12].nic.mac1609_4,SentPackets,38.0,0.0
EmergencyLaneScenario.node[24].nic.mac1609_4,sentPackets:count,7.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,TotalLostPackets,95.0,0.0
EmergencyLaneScenario.node[20].appl,receivedBSMs,828.0,0.0
EmergencyLaneScenario.node[17].veinsmobility,maxSpeed,9.19549885931,0.0
EmergencyLaneScenario.node[3].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,SentPackets,50.5,71.4177848998
EmergencyLaneScenario.node[34].veinsmobility,totalCO2Emission,92.7756159768,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[11].appl,receivedBSMs,1175.0,0.0
EmergencyLaneScenario.node[24].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[30].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[13].nic.mac1609_4,SlotsBackoff,74.0,0.0
EmergencyLaneScenario.node[34].appl,generatedBSMs,31.0,0.0
EmergencyLaneScenario.node[13].nic.mac1609_4,TimesIntoBackoff,48.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,SentPackets,32.5,45.9619407771
EmergencyLaneScenario.node[25].nic.mac1609_4,SentPackets,21.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,SentPackets,26.5,37.4766594029
EmergencyLaneScenario.node[29].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[6].nic.mac1609_4,SentPackets,26.0,36.7695526217
EmergencyLaneScenario.node[21].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[30].veinsmobility,maxSpeed,14.6283897477,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[34].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[8].veinsmobility,stopTime,43.3,29.2742207411
EmergencyLaneScenario.node[27].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[21].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[12].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[27].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[14].nic.phy80211p,busyTime,0.00217537313433,0.0
EmergencyLaneScenario.node[5].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[27].nic.mac1609_4,TimesIntoBackoff,96.0,0.0
EmergencyLaneScenario.node[19].veinsmobility,minSpeed,0.0,0.0
EmergencyLaneScenario.node[0].veinsmobility,totalCO2Emission,62.9138217359,4.98723872627
EmergencyLaneScenario.node[26].veinsmobility,totalCO2Emission,99.695527187,0.0
EmergencyLaneScenario.node[21].veinsmobility,totalDistance,441.35341588,0.0
EmergencyLaneScenario.node[9].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,channelBusy:timeavg,0.00200843023256,0.0
EmergencyLaneScenario.node[17].nic.phy80211p,busyTime,0.00235695652174,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,TimesIntoBackoff,28.0,0.0
EmergencyLaneScenario.node[27].nic.mac1609_4,SNIRLostPackets,9.0,0.0
EmergencyLaneScenario.rsu[0].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[2].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[24].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,SlotsBackoff,76.0,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,channelBusy:timeavg,0.00256271428571,0.0
EmergencyLaneScenario.node[5].veinsmobility,maxSpeed,15.3205677069,2.22166536315
EmergencyLaneScenario.node[33].nic.mac1609_4,channelBusy:timeavg,0.00243279411765,0.0
EmergencyLaneScenario.node[1].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[18].veinsmobility,stopTime,50.0,0.0
EmergencyLaneScenario.node[1].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,channelBusy:timeavg,0.00259072368421,0.0
EmergencyLaneScenario.node[8].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[28].veinsmobility,totalCO2Emission,106.953423824,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[31].nic.mac1609_4,totalBusyTime,0.078356,0.0
EmergencyLaneScenario.node[33].veinsmobility,maxSpeed,10.2332618745,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,ReceivedBroadcasts,658.0,0.0
EmergencyLaneScenario.node[34].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[9].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[16].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[33].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[11].veinsmobility,stopTime,74.8,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[28].nic.phy80211p,busyTime,0.00185438016529,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[27].nic.mac1609_4,ReceivedBroadcasts,983.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,SlotsBackoff,47.0,0.0
EmergencyLaneScenario.node[30].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[6].appl,receivedBSMs,510.5,721.956023591
EmergencyLaneScenario.node[32].veinsmobility,minSpeed,0.974113661564,0.0
EmergencyLaneScenario.node[7].veinsmobility,maxSpeed,11.7395598929,1.71732261459
EmergencyLaneScenario.node[8].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.rsu[1].appl,emergencyVehiclesDetected,0.0,0.0
EmergencyLaneScenario.node[19].veinsmobility,startTime,24.4,0.0
EmergencyLaneScenario.node[24].nic.phy80211p,busyTime,0.0025675,0.0
EmergencyLaneScenario.node[2].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[18].veinsmobility,startTime,23.2,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[28].nic.mac1609_4,SlotsBackoff,68.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,sentPackets:count,26.5,37.4766594029
EmergencyLaneScenario.node[12].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.rsu[0].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[15].veinsmobility,totalDistance,159.896155432,0.0
EmergencyLaneScenario.node[14].veinsmobility,startTime,19.2,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,channelBusy:timeavg,0.000289106666667,0.000408858568972
EmergencyLaneScenario.node[29].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[19].veinsmobility,totalTime,101.6,0.0
EmergencyLaneScenario.node[29].veinsmobility,stopTime,60.4,0.0
EmergencyLaneScenario.node[25].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[1].appl,emergencyMessagesReceived,0.5,0.707106781187
EmergencyLaneScenario.node[5].nic.mac1609_4,ReceivedBroadcasts,663.5,938.330698635
EmergencyLaneScenario.node[6].nic.mac1609_4,ReceivedBroadcasts,526.0,743.876333808
EmergencyLaneScenario.node[8].appl,emergencyMessagesReceived,0.5,0.707106781187
EmergencyLaneScenario.node[33].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[15].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[21].appl,receivedBSMs,1172.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,TimesIntoBackoff,21.0,0.0
EmergencyLaneScenario.node[26].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,TimesIntoBackoff,48.0,0.0
EmergencyLaneScenario.node[31].nic.mac1609_4,SNIRLostPackets,10.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[19].appl,receivedBSMs,1219.0,0.0
EmergencyLaneScenario.node[19].nic.phy80211p,busyTime,0.0012551372549,0.0
EmergencyLaneScenario.node[34].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[26].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[12].nic.mac1609_4,channelBusy:timeavg,0.00250292553191,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,ReceivedBroadcasts,551.0,779.231672868
EmergencyLaneScenario.node[34].veinsmobility,maxSpeed,14.4672333228,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,SlotsBackoff,41.0,57.9827560573
EmergencyLaneScenario.node[24].appl,generatedBSMs,7.0,0.0
EmergencyLaneScenario.node[33].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[13].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,ReceivedBroadcasts,326.5,461.740728115
EmergencyLaneScenario.node[30].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[22].appl,generatedBSMs,31.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,ReceivedBroadcasts,623.0,0.0
EmergencyLaneScenario.node[27].appl,receivedBSMs,983.0,0.0
EmergencyLaneScenario.node[20].appl,generatedBSMs,34.0,0.0
EmergencyLaneScenario.node[0].appl,receivedBSMs,83.0,117.379725677
EmergencyLaneScenario.node[28].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[18].veinsmobility,totalCO2Emission,87.8719842761,0.0
EmergencyLaneScenario.node[22].veinsmobility,minSpeed,0.902435171889,0.0
EmergencyLaneScenario.node[10].nic.mac1609_4,SlotsBackoff,62.0,0.0
EmergencyLaneScenario.node[18].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[29].veinsmobility,totalDistance,239.86936041,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,totalBusyTime,0.086732,0.122657570692
EmergencyLaneScenario.node[12].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.rsu[1].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[0].veinsmobility,minSpeed,5.66327723362,6.13305215246
EmergencyLaneScenario.node[6].nic.mac1609_4,channelBusy:timeavg,0.00114265384615,0.00161595656633
EmergencyLaneScenario.node[1].veinsmobility,totalDistance,226.794272494,54.5180011397
EmergencyLaneScenario.node[24].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[4].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[25].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[1].veinsmobility,totalCO2Emission,79.1029008539,30.0610748185
EmergencyLaneScenario.node[24].nic.mac1609_4,channelBusy:timeavg,0.00268234375,0.0
EmergencyLaneScenario.node[2].veinsmobility,startTime,3.75,1.9091883092
EmergencyLaneScenario.node[16].nic.mac1609_4,sentPackets:count,30.0,0.0
EmergencyLaneScenario.rsu[1].nic.mac1609_4,ReceivedBroadcasts,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[19].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[12].veinsmobility,totalDistance,263.341465898,0.0
EmergencyLaneScenario.rsu[0].appl,totalV2XContacts,1602.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[21].veinsmobility,totalTime,89.2,0.0
EmergencyLaneScenario.node[26].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[23].veinsmobility,maxSpeed,11.4039384086,0.0
EmergencyLaneScenario.node[24].veinsmobility,maxSpeed,12.4104837032,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,TimesIntoBackoff,102.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[31].veinsmobility,startTime,42.4,0.0
EmergencyLaneScenario.node[11].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[6].appl,emergencyMessagesReceived,0.5,0.707106781187
EmergencyLaneScenario.node[31].nic.mac1609_4,sentPackets:count,44.0,0.0
EmergencyLaneScenario.rsu[0].appl,avgTransactionTime,0.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.rsu[1].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[25].appl,generatedBSMs,21.0,0.0
EmergencyLaneScenario.node[31].appl,receivedBSMs,699.0,0.0
EmergencyLaneScenario.node[10].veinsmobility,totalTime,43.2,0.0
EmergencyLaneScenario.node[12].veinsmobility,stopTime,54.0,0.0
EmergencyLaneScenario.node[25].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,totalBusyTime,0.138734,0.0
EmergencyLaneScenario.node[14].appl,receivedBSMs,1015.0,0.0
EmergencyLaneScenario.node[33].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,SlotsBackoff,143.0,0.0
EmergencyLaneScenario.node[7].appl,receivedWSMs,14.5,20.5060966544
EmergencyLaneScenario.node[11].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,channelBusy:timeavg,0.0018405,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,sentPackets:count,102.0,0.0
EmergencyLaneScenario.node[10].veinsmobility,stopTime,58.0,0.0
EmergencyLaneScenario.rsu[1].nic.mac1609_4,SentPackets,0.0,0.0
EmergencyLaneScenario.node[32].appl,generatedBSMs,34.0,0.0
EmergencyLaneScenario.node[14].appl,generatedBSMs,53.0,0.0
EmergencyLaneScenario.node[18].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[26].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[15].appl,receivedBSMs,655.0,0.0
EmergencyLaneScenario.node[26].appl,generatedBSMs,47.0,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[24].veinsmobility,totalTime,6.0,0.0
EmergencyLaneScenario.node[5].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[7].veinsmobility,startTime,12.15,7.00035713375
EmergencyLaneScenario.node[6].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[33].nic.mac1609_4,ReceivedBroadcasts,304.0,0.0
EmergencyLaneScenario.node[34].nic.mac1609_4,SlotsBackoff,39.0,0.0
EmergencyLaneScenario.node[21].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[26].appl,receivedBSMs,899.0,0.0
EmergencyLaneScenario.node[31].nic.mac1609_4,SlotsBackoff,66.0,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[20].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,SentPackets,34.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,ReceivedBroadcasts,715.0,1011.1626971
EmergencyLaneScenario.node[3].nic.phy80211p,busyTime,0.00101171779141,0.00143078502191
EmergencyLaneScenario.node[5].veinsmobility,totalTime,42.4,45.2548339959
EmergencyLaneScenario.node[14].appl,avgResponseTime,5.00002078552,0.0
EmergencyLaneScenario.node[6].nic.phy80211p,busyTime,0.00109015384615,0.0015417103543
EmergencyLaneScenario.node[20].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[22].appl,receivedBSMs,776.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[20].veinsmobility,totalCO2Emission,106.000976759,0.0
EmergencyLaneScenario.node[28].veinsmobility,totalDistance,292.454492623,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,totalBusyTime,0.058053,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,retriesExceeded:count,0.0,0.0
